,标普500,,,日经225,,,上证综指
,SPX.GI,,,N225.GI,,,000001.SH
日期,收盘价,,日期,收盘价,,日期,收盘价
Date,close,,Date,close,,Date,close
2009-02-02,5645.7620,,2009-02-02,599.8319,,2009-02-02,2011.6830
2009-02-03,5735.2407,,2009-02-03,598.7767,,2009-02-03,2060.8080
2009-02-04,5688.1256,,2009-02-04,614.3840,,2009-02-04,2107.7490
2009-02-05,5782.2306,,2009-02-05,608.0767,,2009-02-05,2098.0180
2009-02-06,5938.7051,,2009-02-06,607.4507,,2009-02-06,2181.2390
2009-02-09,5945.3502,,2009-02-09,592.7843,,2009-02-09,2224.7140
2009-02-10,5651.9843,,2009-02-10,594.9443,,2009-02-10,2265.1610
2009-02-11,5697.5290,,2009-02-11,600.5303,,2009-02-11,2260.8200
2009-02-12,5706.6027,,2009-02-12,583.3651,,2009-02-12,2248.0910
2009-02-13,5650.1285,,2009-02-13,586.2322,,2009-02-13,2320.7920
2009-02-16,5650.8726,,2009-02-16,578.3719,,2009-02-16,2389.3870
2009-02-17,5394.1348,,2009-02-17,569.0782,,2009-02-17,2319.4410
2009-02-18,5389.8756,,2009-02-18,558.2267,,2009-02-18,2209.8620
2009-02-19,5325.5349,,2009-02-19,551.0661,,2009-02-19,2227.1250
2009-02-20,5263.8308,,2009-02-20,538.4589,,2009-02-20,2261.4780
2009-02-23,5079.6942,,2009-02-23,541.0708,,2009-02-23,2305.7770
2009-02-24,5285.0304,,2009-02-24,526.8398,,2009-02-24,2200.6540
2009-02-25,5228.9329,,2009-02-25,527.2471,,2009-02-25,2206.5740
2009-02-26,5147.1740,,2009-02-26,522.9277,,2009-02-26,2121.2510
2009-02-27,5026.4719,,2009-02-27,529.2142,,2009-02-27,2082.8520
2009-03-02,4792.8379,,2009-03-02,512.6973,,2009-03-02,2093.4470
2009-03-03,4762.3401,,2009-03-03,508.5963,,2009-03-03,2071.4310
2009-03-04,4875.6744,,2009-03-04,506.8238,,2009-03-04,2198.1070
2009-03-05,4666.2531,,2009-03-05,511.7438,,2009-03-05,2221.0760
2009-03-06,4672.2691,,2009-03-06,497.9423,,2009-03-06,2193.0070
2009-03-09,4624.4208,,2009-03-09,493.5987,,2009-03-09,2118.7480
2009-03-10,4919.0417,,2009-03-10,486.8148,,2009-03-10,2158.5680
2009-03-11,4930.2792,,2009-03-11,510.8258,,2009-03-11,2139.0250
2009-03-12,5130.4821,,2009-03-12,506.3753,,2009-03-12,2133.8810
2009-03-13,5169.8088,,2009-03-13,530.2281,,2009-03-13,2128.8480
2009-03-16,5152.7628,,2009-03-16,535.2689,,2009-03-16,2153.2910
2009-03-17,5316.6605,,2009-03-17,551.5822,,2009-03-17,2218.3260
2009-03-18,5426.9198,,2009-03-18,551.7379,,2009-03-18,2223.7250
2009-03-19,5355.0716,,2009-03-19,563.0746,,2009-03-19,2265.7590
2009-03-20,5248.5902,,2009-03-20,573.2931,,2009-03-20,2281.0870
2009-03-23,5620.8728,,2009-03-23,583.4998,,2009-03-23,2325.4800
2009-03-24,5505.8802,,2009-03-24,593.5019,,2009-03-24,2338.4200
2009-03-25,5561.0793,,2009-03-25,591.7252,,2009-03-25,2291.5550
2009-03-26,5690.1828,,2009-03-26,603.9040,,2009-03-26,2361.7040
2009-03-27,5574.2573,,2009-03-27,598.4011,,2009-03-27,2374.4380
2009-03-30,5381.9800,,2009-03-30,573.3712,,2009-03-30,2358.0400
2009-03-31,5454.1595,,2009-03-31,564.6666,,2009-03-31,2373.2130
2009-04-01,5543.6507,,2009-04-01,577.0752,,2009-04-01,2408.0170
2009-04-02,5702.2364,,2009-04-02,604.6208,,2009-04-02,2425.2910
2009-04-03,5755.9600,,2009-04-03,598.5416,,2009-04-03,2419.7780
2009-04-07,5573.4687,,2009-04-07,599.9802,,2009-04-07,2439.1820
2009-04-08,5641.6189,,2009-04-08,584.0739,,2009-04-08,2347.3850
2009-04-09,5855.2728,,2009-04-09,610.6431,,2009-04-09,2379.8760
2009-04-10,5854.3306,,2009-04-10,608.9230,,2009-04-10,2444.2260
2009-04-13,5867.8738,,2009-04-13,607.8162,,2009-04-13,2513.7010
2009-04-14,5747.1084,,2009-04-14,601.4526,,2009-04-14,2527.1810
2009-04-15,5818.9734,,2009-04-15,604.1211,,2009-04-15,2536.0560
2009-04-16,5910.0855,,2009-04-16,601.4251,,2009-04-16,2534.1340
2009-04-17,5940.3246,,2009-04-17,610.2850,,2009-04-17,2503.9350
2009-04-20,5687.6376,,2009-04-20,614.7725,,2009-04-20,2557.4560
2009-04-21,5809.6167,,2009-04-21,607.2233,,2009-04-21,2535.8280
2009-04-22,5761.9526,,2009-04-22,604.5575,,2009-04-22,2461.3460
2009-04-23,5818.1876,,2009-04-23,617.7690,,2009-04-23,2463.9540
2009-04-24,5914.0121,,2009-04-24,607.8003,,2009-04-24,2448.5950
2009-04-27,5852.7630,,2009-04-27,614.5874,,2009-04-27,2405.3480
2009-04-28,5838.5194,,2009-04-28,600.6879,,2009-04-28,2401.4380
2009-04-29,5963.9035,,2009-04-29,598.7768,,2009-04-29,2468.1920
2009-04-30,5956.9283,,2009-04-30,616.2390,,2009-04-30,2477.5690
2009-05-04,6189.6449,,2009-05-04,616.4580,,2009-05-04,2559.9110
2009-05-05,6164.0064,,2009-05-05,619.2321,,2009-05-05,2567.3370
2009-05-06,6274.1371,,2009-05-06,620.5787,,2009-05-06,2592.5200
2009-05-07,6191.1220,,2009-05-07,648.9555,,2009-05-07,2597.4470
2009-05-08,6339.3000,,2009-05-08,648.4127,,2009-05-08,2625.6450
2009-05-11,6202.8353,,2009-05-11,654.7008,,2009-05-11,2579.7470
2009-05-12,6198.7621,,2009-05-12,650.2890,,2009-05-12,2618.1720
2009-05-13,6031.4281,,2009-05-13,664.3891,,2009-05-13,2663.7660
2009-05-14,6095.2028,,2009-05-14,650.5382,,2009-05-14,2639.8870
2009-05-15,6025.3911,,2009-05-15,658.7244,,2009-05-15,2645.2630
2009-05-18,6210.3173,,2009-05-18,650.5507,,2009-05-18,2652.7790
2009-05-19,6198.8954,,2009-05-19,658.4214,,2009-05-19,2676.6820
2009-05-20,6166.2731,,2009-05-20,665.0113,,2009-05-20,2651.4140
2009-05-21,6062.4081,,2009-05-21,668.8531,,2009-05-21,2610.6220
2009-05-22,6052.7993,,2009-05-22,669.1019,,2009-05-22,2597.6010
2009-05-25,6052.4445,,2009-05-25,674.0589,,2009-05-25,2610.0100
2009-05-26,6216.1884,,2009-05-26,670.0990,,2009-05-26,2588.5750
2009-05-27,6101.7431,,2009-05-27,677.9113,,2009-05-27,2632.9300
2009-06-01,6441.4050,,2009-06-01,695.9560,,2009-06-01,2721.2800
2009-06-02,6453.4245,,2009-06-02,688.6081,,2009-06-02,2724.3020
2009-06-03,6364.1072,,2009-06-03,695.8183,,2009-06-03,2778.5890
2009-06-04,6439.3580,,2009-06-04,686.6605,,2009-06-04,2767.2440
2009-06-05,6424.0110,,2009-06-05,690.8034,,2009-06-05,2753.8910
2009-06-08,6420.4306,,2009-06-08,683.7276,,2009-06-08,2768.3360
2009-06-09,6443.0169,,2009-06-09,679.6555,,2009-06-09,2787.8870
2009-06-10,6417.7754,,2009-06-10,701.9022,,2009-06-10,2816.2470
2009-06-11,6458.1342,,2009-06-11,694.4211,,2009-06-11,2797.3200
2009-06-12,6464.9798,,2009-06-12,708.5749,,2009-06-12,2743.7620
2009-06-15,6312.9796,,2009-06-15,699.1124,,2009-06-15,2789.5490
2009-06-16,6234.9565,,2009-06-16,685.0033,,2009-06-16,2776.0220
2009-06-17,6223.7921,,2009-06-17,697.2045,,2009-06-17,2810.1230
2009-06-18,6274.3957,,2009-06-18,692.2149,,2009-06-18,2853.9030
2009-06-19,6295.5016,,2009-06-19,691.7026,,2009-06-19,2880.4920
2009-06-22,6101.9637,,2009-06-22,697.9993,,2009-06-22,2896.3020
2009-06-23,6117.0239,,2009-06-23,683.9335,,2009-06-23,2892.6970
2009-06-24,6154.8617,,2009-06-24,686.4080,,2009-06-24,2922.2990
2009-06-25,6288.2286,,2009-06-25,697.4809,,2009-06-25,2925.0460
2009-06-26,6278.6599,,2009-06-26,704.8604,,2009-06-26,2928.2110
2009-06-29,6334.4645,,2009-06-29,701.2204,,2009-06-29,2975.3140
2009-06-30,6280.7023,,2009-06-30,708.2144,,2009-06-30,2959.3620
2009-07-01,6308.6522,,2009-07-01,704.6913,,2009-07-01,3008.1500
2009-07-02,6123.3554,,2009-07-02,698.8463,,2009-07-02,3060.2540
2009-07-03,6125.5068,,2009-07-03,700.2097,,2009-07-03,3088.3670
2009-07-06,6140.9538,,2009-07-06,690.9624,,2009-07-06,3124.6670
2009-07-07,6019.7256,,2009-07-07,691.6694,,2009-07-07,3089.4500
2009-07-08,6010.5612,,2009-07-08,681.0260,,2009-07-08,3080.7740
2009-07-09,6030.9111,,2009-07-09,683.4039,,2009-07-09,3123.0350
2009-07-10,6005.6008,,2009-07-10,682.0486,,2009-07-10,3113.9320
2009-07-13,6155.9736,,2009-07-13,666.3305,,2009-07-13,3080.5560
2009-07-14,6189.7859,,2009-07-14,680.4003,,2009-07-14,3145.1570
2009-07-15,6372.8159,,2009-07-15,676.5440,,2009-07-15,3188.5510
2009-07-16,6426.6653,,2009-07-16,676.9283,,2009-07-16,3183.7420
2009-07-17,6423.7358,,2009-07-17,684.1766,,2009-07-17,3189.7410
2009-07-20,6498.2153,,2009-07-20,679.2253,,2009-07-20,3266.9200
2009-07-21,6520.8314,,2009-07-21,701.4606,,2009-07-21,3213.2060
2009-07-22,6517.1568,,2009-07-22,710.5783,,2009-07-22,3296.6150
2009-07-23,6668.7441,,2009-07-23,713.9053,,2009-07-23,3328.4900
2009-07-24,6690.1085,,2009-07-24,716.3557,,2009-07-24,3372.6030
2009-07-27,6709.8609,,2009-07-27,726.4844,,2009-07-27,3435.2120
2009-07-28,6691.7842,,2009-07-28,725.2841,,2009-07-28,3438.3710
2009-07-29,6661.6397,,2009-07-29,729.9231,,2009-07-29,3266.4320
2009-07-30,6742.9561,,2009-07-30,730.0044,,2009-07-30,3321.5600
2009-07-31,6746.7596,,2009-07-31,741.3419,,2009-07-31,3412.0620
2009-08-03,6848.9655,,2009-08-03,746.2785,,2009-08-03,3462.5900
2009-08-04,6868.8912,,2009-08-04,744.1787,,2009-08-04,3471.4420
2009-08-05,6849.1792,,2009-08-05,735.1167,,2009-08-05,3428.5010
2009-08-06,6810.4552,,2009-08-06,746.9348,,2009-08-06,3356.3300
2009-08-07,6903.1952,,2009-08-07,745.4119,,2009-08-07,3260.6900
2009-08-10,6883.1257,,2009-08-10,740.3501,,2009-08-10,3249.7600
2009-08-11,6796.5811,,2009-08-11,746.3808,,2009-08-11,3264.7260
2009-08-12,6874.8119,,2009-08-12,743.0764,,2009-08-12,3112.7190
2009-08-13,6921.3006,,2009-08-13,747.9826,,2009-08-13,3140.5600
2009-08-14,6860.7462,,2009-08-14,758.8854,,2009-08-14,3046.9720
2009-08-17,6694.7890,,2009-08-17,742.0919,,2009-08-17,2870.6300
2009-08-18,6763.3058,,2009-08-18,741.6176,,2009-08-18,2910.8840
2009-08-19,6808.7115,,2009-08-19,735.6676,,2009-08-19,2785.5840
2009-08-20,6882.1504,,2009-08-20,752.6934,,2009-08-20,2911.5820
2009-08-21,7009.8019,,2009-08-21,743.7643,,2009-08-21,2960.7710
2009-08-24,7005.5661,,2009-08-24,763.3487,,2009-08-24,2993.4290
2009-08-25,7022.3708,,2009-08-25,761.0376,,2009-08-25,2915.8030
2009-08-26,7023.3962,,2009-08-26,773.3473,,2009-08-26,2967.5950
2009-08-27,7043.6554,,2009-08-27,761.8661,,2009-08-27,2946.3950
2009-08-28,7028.5179,,2009-08-28,767.5912,,2009-08-28,2860.6880
2009-08-31,6972.0593,,2009-08-31,771.5892,,2009-08-31,2667.7450
2009-09-01,6817.4116,,2009-09-01,772.8011,,2009-09-01,2683.7240
2009-09-02,6795.7341,,2009-09-02,757.0942,,2009-09-02,2714.9740
2009-09-03,6852.8315,,2009-09-03,757.6198,,2009-09-03,2845.0240
2009-09-04,6943.0284,,2009-09-04,750.9224,,2009-09-04,2861.6090
2009-09-07,6942.5202,,2009-09-07,757.4641,,2009-09-07,2881.1160
2009-09-08,7003.4137,,2009-09-08,764.1934,,2009-09-08,2930.4750
2009-09-09,7057.0904,,2009-09-09,762.2012,,2009-09-09,2946.2590
2009-09-10,7130.2232,,2009-09-10,778.8632,,2009-09-10,2924.8830
2009-09-11,7119.9690,,2009-09-11,778.3846,,2009-09-11,2989.7920
2009-09-14,7164.8935,,2009-09-14,768.8272,,2009-09-14,3026.7410
2009-09-15,7187.7787,,2009-09-15,766.3624,,2009-09-15,3033.7280
2009-09-16,7297.6002,,2009-09-16,771.6738,,2009-09-16,2999.7100
2009-09-17,7274.3133,,2009-09-17,781.9900,,2009-09-17,3060.2600
2009-09-18,7293.3909,,2009-09-18,776.5357,,2009-09-18,2962.6670
2009-09-21,7269.4985,,2009-09-21,774.1816,,2009-09-21,2967.0110
2009-09-22,7318.2590,,2009-09-22,771.0704,,2009-09-22,2897.5530
2009-09-23,7242.6656,,2009-09-23,778.7550,,2009-09-23,2842.7210
2009-09-24,7174.7258,,2009-09-24,788.7815,,2009-09-24,2853.5540
2009-09-25,7131.7577,,2009-09-25,771.2523,,2009-09-25,2838.8420
2009-09-28,7257.9211,,2009-09-28,768.1706,,2009-09-28,2763.5250
2009-09-29,7242.6936,,2009-09-29,766.7466,,2009-09-29,2754.5400
2009-09-30,7218.7993,,2009-09-30,767.5618,,2009-09-30,2779.4260
2009-10-09,7315.0622,,2009-10-09,770.6310,,2009-10-09,2911.7150
2009-10-12,7347.6872,,2009-10-12,759.7231,,2009-10-12,2894.4830
2009-10-13,7326.6681,,2009-10-13,766.5340,,2009-10-13,2936.1910
2009-10-14,7455.1113,,2009-10-14,765.0689,,2009-10-14,2970.5320
2009-10-15,7485.8862,,2009-10-15,780.0008,,2009-10-15,2979.7880
2009-10-16,7425.5914,,2009-10-16,770.9787,,2009-10-16,2976.6330
2009-10-19,7495.9805,,2009-10-19,768.1477,,2009-10-19,3038.2730
2009-10-20,7448.9939,,2009-10-20,778.2607,,2009-10-20,3084.4540
2009-10-21,7383.5829,,2009-10-21,776.7299,,2009-10-21,3070.5890
2009-10-22,7461.5152,,2009-10-22,770.2842,,2009-10-22,3051.4120
2009-10-23,7370.9690,,2009-10-23,767.4607,,2009-10-23,3107.8470
2009-10-26,7285.1346,,2009-10-26,768.7924,,2009-10-26,3109.5660
2009-10-27,7261.3888,,2009-10-27,756.9169,,2009-10-27,3021.4590
2009-10-28,7119.3904,,2009-10-28,750.6315,,2009-10-28,3031.3290
2009-10-29,7279.9321,,2009-10-29,745.9472,,2009-10-29,2960.4660
2009-10-30,7075.2089,,2009-10-30,750.2273,,2009-10-30,2995.8480
2009-11-02,7120.9932,,2009-11-02,743.0342,,2009-11-02,3076.6490
2009-11-03,7137.9549,,2009-11-03,740.6227,,2009-11-03,3114.2270
2009-11-04,7145.5020,,2009-11-04,745.2438,,2009-11-04,3128.5370
2009-11-05,7282.6297,,2009-11-05,731.9079,,2009-11-05,3155.0530
2009-11-06,7300.7527,,2009-11-06,736.7465,,2009-11-06,3164.0370
2009-11-09,7462.7851,,2009-11-09,744.8457,,2009-11-09,3175.5850
2009-11-10,7461.7607,,2009-11-10,748.6455,,2009-11-10,3178.6100
2009-11-11,7499.1982,,2009-11-11,752.3010,,2009-11-11,3175.1920
2009-11-12,7422.3700,,2009-11-12,744.2000,,2009-11-12,3172.9450
2009-11-13,7465.5160,,2009-11-13,738.4596,,2009-11-13,3187.6470
2009-11-16,7573.4130,,2009-11-16,747.0572,,2009-11-16,3275.0480
2009-11-17,7580.2657,,2009-11-17,745.0791,,2009-11-17,3282.8890
2009-11-18,7577.1595,,2009-11-18,740.3429,,2009-11-18,3303.2340
2009-11-19,7475.3203,,2009-11-19,730.1429,,2009-11-19,3320.6120
2009-11-20,7451.7244,,2009-11-20,728.4246,,2009-11-20,3308.3460
2009-11-23,7553.2961,,2009-11-23,729.0134,,2009-11-23,3338.6630
2009-11-24,7548.9359,,2009-11-24,722.2106,,2009-11-24,3223.5260
2009-11-25,7582.8263,,2009-11-25,728.5547,,2009-11-25,3290.1650
2009-11-26,7582.0489,,2009-11-26,733.1313,,2009-11-26,3170.9800
2009-11-27,7451.4931,,2009-11-27,721.4995,,2009-11-27,3096.2650
2009-11-30,7480.0851,,2009-11-30,736.4293,,2009-11-30,3195.3010
2009-12-01,7570.1872,,2009-12-01,756.2229,,2009-12-01,3235.3630
2009-12-02,7572.5596,,2009-12-02,756.0026,,2009-12-02,3269.7520
2009-12-03,7509.1538,,2009-12-03,776.4024,,2009-12-03,3264.6280
2009-12-04,7550.7467,,2009-12-04,777.1316,,2009-12-04,3317.0440
2009-12-07,7532.7704,,2009-12-07,770.4194,,2009-12-07,3331.8970
2009-12-08,7455.4387,,2009-12-08,776.0197,,2009-12-08,3296.6640
2009-12-09,7483.0370,,2009-12-09,770.6136,,2009-12-09,3239.5680
2009-12-10,7526.4049,,2009-12-10,763.7866,,2009-12-10,3254.2640
2009-12-11,7554.2356,,2009-12-11,780.7420,,2009-12-11,3247.3180
2009-12-14,7607.0317,,2009-12-14,776.0253,,2009-12-14,3302.9040
2009-12-15,7564.7245,,2009-12-15,776.2364,,2009-12-15,3274.4600
2009-12-16,7573.4810,,2009-12-16,775.1014,,2009-12-16,3255.2130
2009-12-17,7484.1438,,2009-12-17,771.5747,,2009-12-17,3179.0780
2009-12-18,7528.1061,,2009-12-18,776.4348,,2009-12-18,3113.8860
2009-12-21,7607.0676,,2009-12-21,768.1391,,2009-12-21,3122.9730
2009-12-22,7634.3996,,2009-12-22,778.2796,,2009-12-22,3050.5200
2009-12-23,7652.1729,,2009-12-23,772.1981,,2009-12-23,3073.7770
2009-12-24,7692.1687,,2009-12-24,785.1059,,2009-12-24,3153.4100
2009-12-25,7691.9434,,2009-12-25,783.0523,,2009-12-25,3141.3530
2009-12-28,7700.7074,,2009-12-28,792.1544,,2009-12-28,3188.7850
2009-12-29,7689.9188,,2009-12-29,791.8334,,2009-12-29,3211.7610
2009-12-30,7691.5337,,2009-12-30,782.7251,,2009-12-30,3262.6000
2009-12-31,7614.1258,,2009-12-31,778.1374,,2009-12-31,3277.1390
2010-01-04,7736.1690,,2010-01-04,782.7435,,2010-01-04,3243.7600
2010-01-05,7759.9313,,2010-01-05,789.2377,,2010-01-05,3282.1790
2010-01-06,7764.0508,,2010-01-06,799.6003,,2010-01-06,3254.2150
2010-01-07,7795.0026,,2010-01-07,789.5456,,2010-01-07,3192.7760
2010-01-08,7817.8089,,2010-01-08,788.6013,,2010-01-08,3195.9970
2010-01-11,7831.0060,,2010-01-11,798.8921,,2010-01-11,3212.7500
2010-01-12,7757.4284,,2010-01-12,805.1216,,2010-01-12,3273.9660
2010-01-13,7821.9011,,2010-01-13,802.7977,,2010-01-13,3172.6580
2010-01-14,7840.7661,,2010-01-14,814.6292,,2010-01-14,3215.5500
2010-01-15,7755.7904,,2010-01-15,821.3842,,2010-01-15,3224.1520
2010-01-18,7755.9040,,2010-01-18,815.8678,,2010-01-18,3237.0980
2010-01-19,7852.6202,,2010-01-19,810.7261,,2010-01-19,3246.8740
2010-01-20,7769.7405,,2010-01-20,804.3047,,2010-01-20,3151.8500
2010-01-21,7622.4323,,2010-01-21,812.7614,,2010-01-21,3158.8630
2010-01-22,7453.5547,,2010-01-22,801.2281,,2010-01-22,3128.5880
2010-01-25,7487.7171,,2010-01-25,797.3980,,2010-01-25,3094.4110
2010-01-26,7456.1354,,2010-01-26,779.3625,,2010-01-26,3019.3940
2010-01-27,7492.6325,,2010-01-27,781.6288,,2010-01-27,2986.6070
2010-01-28,7404.1948,,2010-01-28,788.6325,,2010-01-28,2994.1430
2010-01-29,7331.3105,,2010-01-29,775.8159,,2010-01-29,2989.2920
2010-02-01,7436.0090,,2010-02-01,771.6730,,2010-02-01,2941.3600
2010-02-02,7532.4760,,2010-02-02,778.9311,,2010-02-02,2934.7130
2010-02-03,7491.0208,,2010-02-03,784.5905,,2010-02-03,3003.8350
2010-02-04,7257.8520,,2010-02-04,777.0506,,2010-02-04,2995.3080
2010-02-05,7279.0924,,2010-02-05,766.5313,,2010-02-05,2939.4020
2010-02-08,7214.6810,,2010-02-08,760.2991,,2010-02-08,2935.1740
2010-02-09,7308.5471,,2010-02-09,759.0027,,2010-02-09,2948.8420
2010-02-10,7292.0167,,2010-02-10,756.5259,,2010-02-10,2982.5000
2010-02-11,7362.7147,,2010-02-11,755.5295,,2010-02-11,2985.4990
2010-02-12,7342.3992,,2010-02-12,767.5010,,2010-02-12,3018.1330
2010-02-22,7564.4951,,2010-02-22,773.7326,,2010-02-22,3003.3980
2010-02-23,7472.8342,,2010-02-23,774.6373,,2010-02-23,2982.5750
2010-02-24,7545.5840,,2010-02-24,771.6333,,2010-02-24,3022.1770
2010-02-25,7529.7714,,2010-02-25,764.4658,,2010-02-25,3060.6180
2010-02-26,7540.2428,,2010-02-26,773.3857,,2010-02-26,3051.9430
2010-03-01,7616.6175,,2010-03-01,780.3292,,2010-03-01,3087.8420
2010-03-02,7634.4787,,2010-03-02,781.8277,,2010-03-02,3073.1080
2010-03-03,7637.5318,,2010-03-03,789.6456,,2010-03-03,3097.0050
2010-03-04,7665.9547,,2010-03-04,781.8901,,2010-03-04,3023.3730
2010-03-05,7773.4494,,2010-03-05,792.5307,,2010-03-05,3031.0650
2010-03-08,7772.0841,,2010-03-08,799.4487,,2010-03-08,3053.2320
2010-03-09,7785.2819,,2010-03-09,799.7809,,2010-03-09,3069.1410
2010-03-10,7820.3921,,2010-03-10,800.9459,,2010-03-10,3048.9270
2010-03-11,7851.8833,,2010-03-11,804.9798,,2010-03-11,3051.2820
2010-03-12,7850.0617,,2010-03-12,809.7311,,2010-03-12,3013.4120
2010-03-15,7853.4963,,2010-03-15,809.4628,,2010-03-15,2976.9390
2010-03-16,7914.8218,,2010-03-16,811.1939,,2010-03-16,2992.8410
2010-03-17,7960.7827,,2010-03-17,818.8385,,2010-03-17,3050.4790
2010-03-18,7958.1887,,2010-03-18,811.2495,,2010-03-18,3046.0890
2010-03-19,7917.8254,,2010-03-19,817.1256,,2010-03-19,3067.7500
2010-03-22,7958.2854,,2010-03-22,816.4653,,2010-03-22,3074.5760
2010-03-23,8015.2367,,2010-03-23,813.8901,,2010-03-23,3053.1250
2010-03-24,7971.3238,,2010-03-24,816.2752,,2010-03-24,3056.8080
2010-03-25,7957.9724,,2010-03-25,804.9626,,2010-03-25,3019.1760
2010-03-26,7964.0766,,2010-03-26,811.8290,,2010-03-26,3059.7150
2010-03-29,8009.1037,,2010-03-29,811.1640,,2010-03-29,3123.7980
2010-03-30,8009.2103,,2010-03-30,821.8431,,2010-03-30,3128.4680
2010-03-31,7982.8800,,2010-03-31,814.2345,,2010-03-31,3109.1050
2010-04-01,8041.8284,,2010-04-01,821.3922,,2010-04-01,3147.4160
2010-04-02,8041.7106,,2010-04-02,821.4806,,2010-04-02,3157.9570
2010-04-06,8119.1174,,2010-04-06,817.1559,,2010-04-06,3158.6810
2010-04-07,8071.2855,,2010-04-07,822.0954,,2010-04-07,3148.2220
2010-04-08,8098.5208,,2010-04-08,816.9427,,2010-04-08,3118.7090
2010-04-09,8152.7696,,2010-04-09,817.3678,,2010-04-09,3145.3470
2010-04-12,8167.0528,,2010-04-12,824.3930,,2010-04-12,3129.2630
2010-04-13,8172.7698,,2010-04-13,818.9887,,2010-04-13,3161.2510
2010-04-14,8264.0180,,2010-04-14,819.6496,,2010-04-14,3166.1830
2010-04-15,8270.8594,,2010-04-15,823.8435,,2010-04-15,3164.9660
2010-04-16,8137.5986,,2010-04-16,815.4995,,2010-04-16,3130.3020
2010-04-19,8174.5110,,2010-04-19,807.8708,,2010-04-19,2980.2970
2010-04-20,8240.5046,,2010-04-20,803.4455,,2010-04-20,2979.5330
2010-04-21,8232.2288,,2010-04-21,813.8988,,2010-04-21,3033.2780
2010-04-22,8250.7440,,2010-04-22,804.5829,,2010-04-22,2999.4840
2010-04-23,8309.6402,,2010-04-23,797.3340,,2010-04-23,2983.5370
2010-04-26,8273.8169,,2010-04-26,809.4416,,2010-04-26,2969.5030
2010-04-27,8080.2412,,2010-04-27,815.5977,,2010-04-27,2907.9280
2010-04-28,8132.6999,,2010-04-28,801.4754,,2010-04-28,2900.3310
2010-04-29,8238.0837,,2010-04-29,794.1011,,2010-04-29,2868.4320
2010-04-30,8100.7019,,2010-04-30,803.2095,,2010-04-30,2870.6110
2010-05-04,8011.5804,,2010-05-04,795.2703,,2010-05-04,2835.2770
2010-05-05,7959.2495,,2010-05-05,796.2655,,2010-05-05,2857.1510
2010-05-06,7701.7672,,2010-05-06,779.4912,,2010-05-06,2739.7020
2010-05-07,7584.0888,,2010-05-07,773.8825,,2010-05-07,2688.3830
2010-05-10,7917.3607,,2010-05-10,778.4293,,2010-05-10,2698.7570
2010-05-11,7890.5783,,2010-05-11,765.0493,,2010-05-11,2647.5740
2010-05-12,7999.1083,,2010-05-12,764.6264,,2010-05-12,2655.7140
2010-05-13,7902.0744,,2010-05-13,778.4863,,2010-05-13,2710.5070
2010-05-14,7753.6281,,2010-05-14,770.2709,,2010-05-14,2696.6290
2010-05-17,7762.4579,,2010-05-17,757.7635,,2010-05-17,2559.9310
2010-05-18,7652.3741,,2010-05-18,755.9068,,2010-05-18,2594.7830
2010-05-19,7613.3384,,2010-05-19,758.6140,,2010-05-19,2587.8070
2010-05-20,7316.4950,,2010-05-20,745.9742,,2010-05-20,2555.9400
2010-05-21,7426.3122,,2010-05-21,743.2239,,2010-05-21,2583.5220
2010-05-24,7330.5601,,2010-05-24,741.0041,,2010-05-24,2673.4230
2010-05-25,7333.3694,,2010-05-25,717.2394,,2010-05-25,2622.6300
2010-05-26,7291.9626,,2010-05-26,720.8939,,2010-05-26,2625.7930
2010-05-27,7531.8040,,2010-05-27,730.8161,,2010-05-27,2655.9180
2010-05-28,7438.3825,,2010-05-28,731.2863,,2010-05-28,2655.7670
2010-05-31,7438.4915,,2010-05-31,730.0443,,2010-05-31,2592.1470
2010-06-01,7310.7008,,2010-06-01,728.6592,,2010-06-01,2568.2830
2010-06-02,7499.8485,,2010-06-02,718.5912,,2010-06-02,2571.4230
2010-06-03,7530.1232,,2010-06-03,735.2462,,2010-06-03,2552.6560
2010-06-04,7271.1071,,2010-06-04,728.9454,,2010-06-04,2553.5930
2010-06-07,7172.9243,,2010-06-07,713.6982,,2010-06-07,2511.7290
2010-06-08,7251.7608,,2010-06-08,710.5479,,2010-06-08,2513.9470
2010-06-09,7208.4625,,2010-06-09,705.8581,,2010-06-09,2583.8700
2010-06-10,7421.0522,,2010-06-10,714.2960,,2010-06-10,2562.5800
2010-06-11,7453.3356,,2010-06-11,723.4682,,2010-06-11,2569.9420
2010-06-17,7619.9863,,2010-06-17,746.8852,,2010-06-17,2560.2450
2010-06-18,7629.7995,,2010-06-18,751.1357,,2010-06-18,2513.2220
2010-06-21,7600.3730,,2010-06-21,772.9698,,2010-06-21,2586.2100
2010-06-22,7445.9174,,2010-06-22,755.8374,,2010-06-22,2588.6980
2010-06-23,7437.0108,,2010-06-23,746.6890,,2010-06-23,2569.8720
2010-06-24,7311.8289,,2010-06-24,751.9923,,2010-06-24,2566.7450
2010-06-25,7310.7697,,2010-06-25,737.0980,,2010-06-25,2552.8170
2010-06-28,7295.2557,,2010-06-28,736.6037,,2010-06-28,2535.2780
2010-06-29,7070.1237,,2010-06-29,726.8732,,2010-06-29,2427.0530
2010-06-30,6999.4485,,2010-06-30,719.5171,,2010-06-30,2398.3700
