,沪深300,,,,,,,,,,
,000300.SH,,,,,,,,,,
日期,前收盘价,开盘价,最高价,最低价,收盘价,成交量,成交额,涨跌,涨跌幅,复权因子,换手率
Date,pre_close,open,high,low,close,volume,amt,chg,pct_chg,adjfactor,turn
2007-07-18,3789.6510,3776.9400,3861.5090,3756.7040,3807.5740,4597582300.0000,69467831664.0000,17.9230,0.4729,1.000000,2.1709
2007-07-19,3807.5740,3796.9150,3836.3850,3778.5090,3806.9970,3025846700.0000,45728488495.0000,-0.5770,-0.0152,1.000000,1.4282
2007-07-20,3806.9970,3808.0820,3971.8920,3808.0820,3971.8840,5527112100.0000,81556214966.0000,164.8870,4.3312,1.000000,2.6088
2007-07-23,3971.8840,4009.0630,4157.3920,4009.0630,4156.7230,8527618600.0000,125824176741.0000,184.8390,4.6537,1.000000,4.0251
2007-07-24,4156.7230,4187.3270,4241.5810,4143.5880,4161.3520,7609073500.0000,112024884957.0000,4.6290,0.1114,1.000000,3.5915
2007-07-25,4161.3520,4163.3640,4256.0540,4163.3480,4255.4630,6459776600.0000,101771761398.0000,94.1110,2.2615,1.000000,3.0480
2007-07-26,4255.4630,4282.6760,4325.9310,4244.0790,4303.1850,6549024300.0000,103986605581.0000,47.7220,1.1214,1.000000,3.0874
2007-07-27,4303.1850,4277.5510,4318.3430,4225.0290,4307.1430,6502110900.0000,105910068484.0000,3.9580,0.0920,1.000000,3.0645
2007-07-30,4307.1430,4305.1780,4426.3070,4303.7320,4410.2970,7544158300.0000,121083501332.0000,103.1540,2.3950,1.000000,3.5451
2007-07-31,4410.2970,4402.5180,4467.6470,4359.5920,4460.5640,7137504200.0000,118858591415.0000,50.2670,1.1398,1.000000,3.3473
2007-08-01,4460.5640,4479.2990,4496.2490,4271.0550,4290.4770,7936166500.0000,128911216769.0000,-170.0870,-3.8131,1.000000,3.7191
2007-08-02,4290.4770,4311.5990,4449.4020,4303.9750,4436.1920,6288753800.0000,108357964805.0000,145.7150,3.3962,1.000000,2.9468
2007-08-03,4436.1920,4472.8940,4599.2480,4472.8940,4598.3790,7819047300.0000,141287524336.0000,162.1870,3.6560,1.000000,3.6639
2007-08-06,4598.3790,4642.7800,4704.1880,4623.4890,4703.9840,7616427100.0000,136599019538.0000,105.6050,2.2966,1.000000,3.5656
2007-08-07,4703.9840,4715.3890,4771.5840,4634.8680,4724.5470,8384713300.0000,154638115713.0000,20.5630,0.4371,1.000000,3.9253
2007-08-08,4724.5470,4680.0710,4741.4480,4579.4040,4668.0870,8898800100.0000,135476625298.0000,-56.4600,-1.1950,1.000000,4.1659
2007-08-09,4668.0870,4666.4210,4779.1430,4666.2040,4777.2860,7202578600.0000,117191335497.0000,109.1990,2.3393,1.000000,3.3713
2007-08-10,4777.2860,4765.8520,4771.6060,4631.0430,4726.6830,7496288100.0000,123598269748.0000,-50.6030,-1.0592,1.000000,3.5075
2007-08-13,4726.6830,4724.5160,4767.0800,4663.1990,4721.1920,8576316700.0000,137189538115.0000,-5.4910,-0.1162,1.000000,4.0077
2007-08-14,4721.1920,4721.4460,4803.5670,4704.1480,4795.5680,6115791100.0000,105536840149.0000,74.3760,1.5754,1.000000,2.8577
2007-08-15,4795.5680,4804.6760,4836.5870,4697.9700,4798.7500,6346642700.0000,109902913351.0000,3.1820,0.0664,1.000000,2.9622
2007-08-16,4798.7500,4772.3560,4772.9700,4665.2100,4721.9420,6359479400.0000,110214697826.0000,-76.8080,-1.6006,1.000000,2.9582
2007-08-17,4721.9420,4694.2000,4774.9880,4616.9660,4626.5830,6365212000.0000,111565219727.0000,-95.3590,-2.0195,1.000000,2.9597
2007-08-20,4626.5830,4749.2040,4885.8350,4747.2700,4885.4270,6781220400.0000,119259346490.0000,258.8440,5.5947,1.000000,3.1404
2007-08-21,4885.4270,4915.5240,4995.5270,4909.8440,4972.7110,7444059300.0000,132902401512.0000,87.2840,1.7866,1.000000,3.4474
2007-08-22,4972.7110,4899.9300,5075.8920,4887.1390,5051.6880,7402892500.0000,138722276010.0000,78.9770,1.5882,1.000000,3.4278
2007-08-23,5051.6880,5075.5100,5154.8460,5028.1240,5135.9300,6805188200.0000,130873214318.0000,84.2420,1.6676,1.000000,3.1490
2007-08-24,5135.9300,5161.1500,5231.1540,5158.0330,5217.5810,7376987500.0000,134546099482.0000,81.6510,1.5898,1.000000,3.4136
2007-08-27,5217.5810,5250.6190,5296.5710,5191.2800,5243.1470,8263145400.0000,149375480466.0000,25.5660,0.4900,1.000000,3.8212
2007-08-28,5243.1470,5220.6390,5270.3020,5136.6140,5251.7700,7506678900.0000,140419665162.0000,8.6230,0.1645,1.000000,3.4645
2007-08-29,5251.7700,5215.6550,5283.3330,5138.3360,5171.8220,7292945600.0000,138983549273.0000,-79.9480,-1.5223,1.000000,3.3659
2007-08-30,5171.8220,5193.7260,5247.5720,5175.9970,5241.2280,6729849000.0000,123820181450.0000,69.4060,1.3420,1.000000,3.1040
2007-08-31,5241.2280,5255.0910,5307.4170,5219.9890,5296.8130,6678035700.0000,122862402252.0000,55.5850,1.0605,1.000000,3.0749
2007-09-03,5296.8130,5335.0490,5433.7450,5335.0490,5419.1690,8284916600.0000,149612423441.0000,122.3560,2.3100,1.000000,3.8143
2007-09-04,5419.1690,5421.2540,5429.2060,5333.4940,5360.3330,7991483200.0000,147686666917.0000,-58.8360,-1.0857,1.000000,3.6733
2007-09-05,5360.3330,5357.5530,5389.3250,5265.0640,5363.2510,6536490200.0000,122740698495.0000,2.9180,0.0544,1.000000,2.9962
2007-09-06,5363.2510,5389.4860,5448.8400,5365.4970,5412.0370,7060857400.0000,128581017849.0000,48.7860,0.9096,1.000000,3.2345
2007-09-07,5412.0370,5382.9110,5402.7150,5284.6500,5294.7950,7929888000.0000,145930428783.0000,-117.2420,-2.1663,1.000000,3.6326
2007-09-10,5294.7950,5226.7360,5380.4560,5182.1010,5377.2220,6509567200.0000,116768981158.0000,82.4270,1.5568,1.000000,2.9807
2007-09-11,5377.2220,5384.5590,5413.9990,5104.3470,5124.0920,6880669000.0000,127249654110.0000,-253.1300,-4.7074,1.000000,3.1507
2007-09-12,5124.0920,5102.5760,5212.6520,5059.4640,5202.8560,6157225300.0000,113773908567.0000,78.7640,1.5371,1.000000,2.8189
2007-09-13,5202.8560,5230.6450,5351.5750,5212.0300,5349.9700,5974692900.0000,118934715196.0000,147.1140,2.8276,1.000000,2.7352
2007-09-14,5349.9700,5362.4650,5405.8540,5274.2210,5397.2780,6029562600.0000,118739158220.0000,47.3080,0.8843,1.000000,2.7582
2007-09-17,5397.2780,5389.5010,5504.7710,5387.6800,5498.9080,6940313200.0000,131402296810.0000,101.6300,1.8830,1.000000,3.1748
2007-09-18,5498.9080,5524.0990,5533.5320,5405.1840,5476.8390,7162181000.0000,140263032451.0000,-22.0690,-0.4013,1.000000,3.2763
2007-09-19,5476.8390,5487.3770,5498.5940,5385.4240,5419.2680,5588006500.0000,110132780632.0000,-57.5710,-1.0512,1.000000,2.5513
2007-09-20,5419.2680,5436.6410,5501.3990,5430.3090,5494.9150,5671213600.0000,113725795104.0000,75.6470,1.3959,1.000000,2.5891
2007-09-21,5494.9150,5508.5050,5516.1070,5357.5040,5468.0980,6110635600.0000,121125874981.0000,-26.8170,-0.4880,1.000000,2.7897
2007-09-24,5468.0980,5481.3820,5541.1340,5400.6790,5513.8950,5418481700.0000,116678459265.0000,45.7970,0.8375,1.000000,2.4716
2007-09-25,5513.8950,5524.0160,5540.8730,5423.5250,5454.6150,4532623000.0000,95494833346.0000,-59.2800,-1.0751,1.000000,2.0675
2007-09-26,5454.6150,5433.6300,5489.8580,5338.3050,5361.0210,3917115600.0000,84077769516.0000,-93.5940,-1.7159,1.000000,1.7867
2007-09-27,5361.0210,5364.5290,5429.0520,5338.0440,5427.6570,3375905600.0000,71569513515.0000,66.6360,1.2430,1.000000,1.5394
2007-09-28,5427.6570,5479.8530,5590.8490,5479.8530,5580.8130,4851462000.0000,104224265195.0000,153.1560,2.8218,1.000000,2.2110
2007-10-08,5580.8130,5703.2800,5715.9070,5617.0970,5653.1360,6644970300.0000,128709142343.0000,72.3230,1.2959,1.000000,3.0181
2007-10-09,5653.1360,5638.6330,5682.9670,5582.7710,5675.9270,5363349000.0000,107594055433.0000,22.7910,0.4032,1.000000,2.4359
2007-10-10,5675.9270,5694.9860,5776.2090,5653.7890,5685.7590,6399445500.0000,128506102704.0000,9.8320,0.1732,1.000000,2.9059
2007-10-11,5685.7590,5695.1280,5761.2160,5650.1040,5760.0780,6514110100.0000,137428901787.0000,74.3190,1.3071,1.000000,2.9520
2007-10-12,5760.0780,5777.8980,5796.2800,5485.5640,5737.2210,7800106400.0000,160588747295.0000,-22.8570,-0.3968,1.000000,3.5348
2007-10-15,5737.2210,5761.8690,5824.9760,5690.0700,5821.4470,7068211100.0000,155052082135.0000,84.2260,1.4681,1.000000,3.2031
2007-10-16,5821.4470,5851.5380,5885.4840,5815.6090,5877.2020,6469204900.0000,135092342876.0000,55.7550,0.9578,1.000000,2.8581
2007-10-17,5877.2020,5862.3780,5891.7230,5797.6110,5824.1170,4886976800.0000,108328401236.0000,-53.0850,-0.9032,1.000000,2.1591
2007-10-18,5824.1170,5813.2390,5813.2390,5593.9880,5615.7470,4859563000.0000,106494804569.0000,-208.3700,-3.5777,1.000000,2.1470
2007-10-19,5615.7470,5651.0320,5711.4970,5563.7830,5614.0600,3846645700.0000,84971542142.0000,-1.6870,-0.0300,1.000000,1.6995
2007-10-22,5614.0600,5543.7930,5594.4970,5465.8540,5472.6770,3586749900.0000,74730406208.0000,-141.3830,-2.5184,1.000000,1.5847
2007-10-23,5472.6770,5467.8320,5541.9570,5373.0500,5540.0900,4189680000.0000,90014313511.0000,67.4130,1.2318,1.000000,1.8435
2007-10-24,5540.0900,5564.4780,5644.9730,5553.3260,5588.0140,4466123800.0000,99449964402.0000,47.9240,0.8650,1.000000,1.9630
2007-10-25,5588.0140,5549.6640,5556.5520,5312.8500,5333.7920,5082170600.0000,103890714029.0000,-254.2220,-4.5494,1.000000,2.2310
2007-10-26,5333.7920,5279.1000,5428.5760,5266.3720,5394.8070,3589596500.0000,77283751807.0000,61.0150,1.1439,1.000000,1.5434
2007-10-29,5394.8070,5428.6830,5509.3450,5428.6830,5508.3570,3523397700.0000,72353863135.0000,113.5500,2.1048,1.000000,1.4588
2007-10-30,5508.3570,5529.9650,5597.2650,5467.5230,5596.0680,3919392100.0000,79727986835.0000,87.7110,1.5923,1.000000,1.6228
2007-10-31,5596.0680,5663.7560,5691.8650,5590.5400,5688.5430,5032946900.0000,103782288703.0000,92.4750,1.6525,1.000000,2.0831
2007-11-01,5688.5430,5701.4870,5702.2110,5604.7900,5605.2320,4661247900.0000,96342741683.0000,-83.3110,-1.4645,1.000000,1.9293
2007-11-02,5605.2320,5514.8520,5565.6600,5448.9860,5472.9300,4328950000.0000,93671082512.0000,-132.3020,-2.3603,1.000000,1.7907
2007-11-05,5472.9300,5438.8110,5494.6160,5333.3820,5360.3050,3369501800.0000,74190195900.0000,-112.6250,-2.0579,1.000000,1.3932
2007-11-06,5360.3050,5331.3100,5406.1050,5295.7950,5317.5490,2705785400.0000,56491531386.0000,-42.7560,-0.7976,1.000000,1.1185
2007-11-07,5317.5490,5348.5560,5388.6390,5231.6140,5350.6290,3006134900.0000,59639210961.0000,33.0800,0.6221,1.000000,1.2427
2007-11-08,5350.6290,5321.8630,5321.8630,5090.9590,5093.6690,3605489300.0000,72978743527.0000,-256.9600,-4.8024,1.000000,1.4905
2007-11-09,5093.6690,5042.7560,5129.1130,4962.3020,5040.5250,3458382600.0000,67968651438.0000,-53.1440,-1.0433,1.000000,1.4297
2007-11-12,5040.5250,4916.8170,5018.1070,4795.4310,4978.2520,3841392200.0000,75901043266.0000,-62.2730,-1.2354,1.000000,1.5880
2007-11-13,4978.2520,5024.5210,5082.6390,4866.1560,4939.2440,3686207900.0000,74714823662.0000,-39.0080,-0.7836,1.000000,1.5228
2007-11-14,4939.2440,5013.7820,5147.0140,4924.8160,5145.8880,3523154200.0000,73449657338.0000,206.6440,4.1837,1.000000,1.4546
2007-11-15,5145.8880,5129.8130,5170.9680,5069.5190,5081.1130,3175946400.0000,66609044829.0000,-64.7750,-1.2588,1.000000,1.3112
2007-11-16,5081.1130,4999.8430,5021.7110,4917.4890,5007.6620,2331099100.0000,47079247224.0000,-73.4510,-1.4456,1.000000,0.9582
2007-11-19,5007.6620,5017.4040,5033.9470,4968.7330,4994.4160,2554810100.0000,48969993127.0000,-13.2460,-0.2645,1.000000,1.0375
2007-11-20,4994.4160,4964.5640,5099.5150,4916.4710,5069.3820,3356271400.0000,66536134961.0000,74.9660,1.5010,1.000000,1.3627
2007-11-21,5069.3820,5087.2480,5135.2470,4993.2890,4997.6200,2680312200.0000,53059452232.0000,-71.7620,-1.4156,1.000000,1.0868
2007-11-22,4997.6200,4902.6270,4949.3350,4759.9060,4772.6170,2650771600.0000,53714123123.0000,-225.0030,-4.5022,1.000000,1.0741
2007-11-23,4772.6170,4733.3650,4857.0520,4711.7920,4856.1610,2014630500.0000,41174112142.0000,83.5440,1.7505,1.000000,0.8161
2007-11-26,4856.1610,4931.5990,4954.1800,4795.3520,4800.0820,2362227600.0000,48427046818.0000,-56.0790,-1.1548,1.000000,0.9567
2007-11-27,4800.0820,4759.0060,4806.8280,4708.7980,4711.1520,2088684000.0000,44831910258.0000,-88.9300,-1.8527,1.000000,0.8459
2007-11-28,4711.1520,4724.4670,4760.6590,4619.5140,4648.7510,2248236800.0000,45167305963.0000,-62.4010,-1.3245,1.000000,0.9104
2007-11-29,4648.7510,4708.3840,4847.5760,4637.4820,4842.0700,3687299000.0000,72895752103.0000,193.3190,4.1585,1.000000,1.4903
2007-11-30,4842.0700,4841.0760,4841.0760,4723.7870,4737.4080,2938369600.0000,57402977557.0000,-104.6620,-2.1615,1.000000,1.1862
2007-12-03,4737.4080,4714.9210,4809.2670,4689.5180,4772.6740,2225593400.0000,43698299024.0000,35.2660,0.7444,1.000000,0.8958
2007-12-04,4772.6740,4786.6410,4886.5770,4786.6410,4829.2140,2264359200.0000,43927028873.0000,56.5400,1.1847,1.000000,0.9112
2007-12-05,4829.2140,4829.9530,4970.1700,4815.6100,4965.9470,3176916500.0000,61090180313.0000,136.7330,2.8314,1.000000,1.2780
2007-12-06,4965.9470,4986.2510,4999.9320,4928.1320,4971.0550,2371159100.0000,47436272917.0000,5.1080,0.1029,1.000000,0.9529
2007-12-07,4971.0550,4979.8410,5041.7780,4977.8680,5041.3500,2719822300.0000,50380400719.0000,70.2950,1.4141,1.000000,1.0929
2007-12-10,5041.3500,4961.6700,5138.6850,4944.8280,5133.5620,4278069100.0000,82898155954.0000,92.2120,1.8291,1.000000,1.7186
2007-12-11,5133.5620,5162.0880,5181.4060,5068.0300,5140.0000,4058645700.0000,82034387462.0000,6.4380,0.1254,1.000000,1.6304
2007-12-12,5140.0000,5108.5780,5130.7190,5033.7160,5077.3900,3982825100.0000,83753500021.0000,-62.6100,-1.2181,1.000000,1.5999
2007-12-13,5077.3900,5051.7840,5067.3900,4881.3400,4884.2980,3681959000.0000,77125151925.0000,-193.0920,-3.8030,1.000000,1.4791
2007-12-14,4884.2980,4827.3920,4979.1850,4800.2380,4977.6520,3072792500.0000,61162569184.0000,93.3540,1.9113,1.000000,1.2337
2007-12-17,4977.6520,4976.2390,4977.5720,4855.1670,4857.2890,3701452200.0000,76935382730.0000,-120.3630,-2.4181,1.000000,1.4861
2007-12-18,4857.2890,4827.2600,4882.9950,4799.0040,4829.9090,2293007600.0000,47447352486.0000,-27.3800,-0.5637,1.000000,0.9199
2007-12-19,4829.9090,4877.7690,4961.5930,4865.3520,4946.2850,3210185800.0000,60379853503.0000,116.3760,2.4095,1.000000,1.2878
2007-12-20,4946.2850,4968.0310,5048.0610,4935.4010,5037.1950,3131991700.0000,59927497294.0000,90.9100,1.8379,1.000000,1.2375
2007-12-21,5037.1950,5016.4590,5103.7700,5014.7030,5101.8520,3725149400.0000,73549811301.0000,64.6570,1.2836,1.000000,1.4712
2007-12-24,5101.8520,5142.1560,5239.2170,5129.6010,5207.1340,5031996700.0000,103969755944.0000,105.2820,2.0636,1.000000,1.9793
2007-12-25,5207.1340,5217.5580,5244.0310,5180.5870,5216.8130,3897370500.0000,79333659585.0000,9.6790,0.1859,1.000000,1.5330
2007-12-26,5216.8130,5231.9690,5273.1390,5194.7450,5265.0260,4146811500.0000,83694909415.0000,48.2130,0.9242,1.000000,1.6307
2007-12-27,5265.0260,5286.9800,5367.5300,5260.1030,5367.5300,5234501800.0000,109216836244.0000,102.5040,1.9469,1.000000,2.0533
2007-12-28,5367.5300,5379.5180,5391.6650,5323.8210,5338.2750,4536141500.0000,95056654641.0000,-29.2550,-0.5450,1.000000,1.7791
2008-01-02,5338.2750,5349.7630,5404.9280,5283.4480,5385.1030,4566871000.0000,98886433471.0000,46.8280,0.8772,1.000000,1.7647
2008-01-03,5385.1030,5381.1470,5422.6730,5315.9480,5422.0340,6464587800.0000,135983354875.0000,36.9310,0.6858,1.000000,2.4975
2008-01-04,5422.0340,5430.6300,5499.0850,5422.4560,5483.6500,5174642000.0000,118866230641.0000,61.6160,1.1364,1.000000,1.9958
2008-01-07,5483.6500,5480.4420,5569.1520,5455.5010,5556.5930,5348540900.0000,123189549972.0000,72.9430,1.3302,1.000000,2.0514
2008-01-08,5556.5930,5575.9500,5630.6240,5485.2340,5528.0540,6489950100.0000,147975753744.0000,-28.5390,-0.5136,1.000000,2.4888
2008-01-09,5528.0540,5507.1160,5614.6780,5490.3050,5613.7580,4679687200.0000,108368103243.0000,85.7040,1.5503,1.000000,1.7868
2008-01-10,5613.7580,5631.6450,5707.6670,5602.5940,5672.1540,6422989300.0000,144316455605.0000,58.3960,1.0402,1.000000,2.4523
2008-01-11,5672.1540,5688.5630,5702.5720,5629.6380,5699.1470,5616707900.0000,122241534840.0000,26.9930,0.4759,1.000000,2.1445
2008-01-14,5699.1470,5717.5250,5756.9190,5679.2870,5731.7570,4984601000.0000,109356397974.0000,32.6100,0.5722,1.000000,1.9031
2008-01-15,5731.7570,5743.4310,5754.1070,5652.0400,5696.4500,5088660800.0000,119673141932.0000,-35.3070,-0.6160,1.000000,1.9428
2008-01-16,5696.4500,5642.5660,5642.5660,5498.3900,5505.7170,5577446900.0000,126634977042.0000,-190.7330,-3.3483,1.000000,2.1295
2008-01-17,5505.7170,5445.8030,5533.6500,5226.6390,5365.6240,6193693300.0000,136052424646.0000,-140.0930,-2.5445,1.000000,2.3640
2008-01-18,5365.6240,5358.1830,5419.5700,5307.4960,5414.4680,4391300500.0000,95080872876.0000,48.8440,0.9103,1.000000,1.6747
2008-01-21,5414.4680,5424.6400,5434.3490,5122.4630,5145.7340,4783361700.0000,101540050167.0000,-268.7340,-4.9633,1.000000,1.8241
2008-01-22,5145.7340,5015.4280,5032.2450,4708.3880,4753.8680,6077269200.0000,126029341672.0000,-391.8660,-7.6154,1.000000,2.3174
2008-01-23,4753.8680,4787.1710,4976.2720,4751.4990,4975.1110,5577638500.0000,111006127504.0000,221.2430,4.6540,1.000000,2.1266
2008-01-24,4975.1110,5034.5330,5079.7960,4926.3740,5027.2130,5660598700.0000,114169075408.0000,52.1020,1.0473,1.000000,2.1562
2008-01-25,5027.2130,5022.8960,5121.4080,4966.5190,5077.4290,4714210800.0000,100680076889.0000,50.2160,0.9989,1.000000,1.7943
2008-01-28,5077.4290,5038.5070,5038.5070,4711.2770,4731.8830,4142528300.0000,81460742897.0000,-345.5460,-6.8055,1.000000,1.5748
2008-01-29,4731.8830,4742.9010,4845.6580,4688.7280,4762.0830,2906225600.0000,58040616586.0000,30.2000,0.6382,1.000000,1.1041
2008-01-30,4762.0830,4817.1610,4858.1010,4606.1440,4710.6520,3409897600.0000,72219233312.0000,-51.4310,-1.0800,1.000000,1.2952
2008-01-31,4710.6520,4693.6070,4733.6990,4614.2820,4620.4010,3085258000.0000,64311666805.0000,-90.2510,-1.9159,1.000000,1.1717
2008-02-01,4620.4010,4623.6210,4660.9940,4414.1190,4571.9450,3512552800.0000,67941469336.0000,-48.4560,-1.0487,1.000000,1.3287
2008-02-04,4571.9450,4695.5460,4951.2480,4695.5460,4950.1240,4095314500.0000,85660385508.0000,378.1790,8.2717,1.000000,1.5491
2008-02-05,4950.1240,4942.8750,4995.5740,4878.1190,4921.8290,3279635600.0000,70626096586.0000,-28.2950,-0.5716,1.000000,1.2203
2008-02-13,4921.8290,4858.8140,4883.2440,4785.8000,4816.0840,2147565900.0000,43271699299.0000,-105.7450,-2.1485,1.000000,0.7984
2008-02-14,4816.0840,4858.8490,4913.3180,4842.8470,4880.2520,1983778900.0000,40152820965.0000,64.1680,1.3324,1.000000,0.7370
2008-02-15,4880.2520,4846.0240,4846.0240,4742.1010,4813.3110,2426260100.0000,47298764901.0000,-66.9410,-1.3717,1.000000,0.9014
2008-02-18,4813.3110,4875.2150,4944.8800,4845.3080,4910.9920,3059007800.0000,61844630483.0000,97.6810,2.0294,1.000000,1.1350
2008-02-19,4910.9920,4926.8390,5020.7530,4885.6950,5020.7530,3617696500.0000,74207768895.0000,109.7610,2.2350,1.000000,1.3422
2008-02-20,5020.7530,5032.7770,5062.2610,4901.6610,4908.7170,3955772200.0000,84980855908.0000,-112.0360,-2.2315,1.000000,1.4677
2008-02-21,4908.7170,4878.5690,4924.4490,4796.0990,4876.0300,3340361600.0000,67932116459.0000,-32.6870,-0.6659,1.000000,1.2383
2008-02-22,4876.0300,4850.8820,4850.8820,4649.8130,4702.2410,3791862700.0000,77110349593.0000,-173.7890,-3.5642,1.000000,1.4055
2008-02-25,4702.2410,4704.3160,4722.6360,4510.6950,4519.7830,3365200100.0000,65323658083.0000,-182.4580,-3.8802,1.000000,1.2473
2008-02-26,4519.7830,4637.6000,4668.8310,4394.5940,4515.5330,3327639000.0000,67625962769.0000,-4.2500,-0.0940,1.000000,1.2328
2008-02-27,4515.5330,4543.0970,4660.4080,4500.8900,4639.7680,2959239300.0000,60311456890.0000,124.2350,2.7513,1.000000,1.0859
2008-02-28,4639.7680,4651.1570,4670.1730,4582.8230,4622.0560,2539817100.0000,50332555405.0000,-17.7120,-0.3817,1.000000,0.9318
2008-02-29,4622.0560,4616.2400,4683.1590,4597.6270,4674.5500,2335085800.0000,47275050938.0000,52.4940,1.1357,1.000000,0.8566
2008-03-03,4674.5500,4648.7350,4803.9000,4611.7000,4790.7440,3925841100.0000,79684960724.0000,116.1940,2.4857,1.000000,1.4230
2008-03-04,4790.7440,4813.4010,4836.6570,4657.3810,4671.1480,4512977700.0000,88557686654.0000,-119.5960,-2.4964,1.000000,1.6359
2008-03-05,4671.1480,4650.5180,4689.9670,4519.7430,4628.7240,3941799300.0000,73479598041.0000,-42.4240,-0.9082,1.000000,1.4279
2008-03-06,4628.7240,4645.0690,4746.5840,4592.6210,4685.0300,4440226800.0000,85710623021.0000,56.3060,1.2164,1.000000,1.6082
2008-03-07,4685.0300,4641.7550,4693.2070,4597.0090,4621.6850,2869094500.0000,60552444836.0000,-63.3450,-1.3521,1.000000,1.0387
2008-03-10,4621.6850,4588.7270,4588.7650,4406.2320,4431.5890,3178035500.0000,61147375746.0000,-190.0960,-4.1131,1.000000,1.1494
2008-03-11,4431.5890,4393.2820,4441.1840,4315.1830,4441.1840,2627659200.0000,52344309140.0000,9.5950,0.2165,1.000000,0.9504
2008-03-12,4441.1840,4534.8110,4553.3360,4308.3500,4309.6480,2714564400.0000,55702634312.0000,-131.5360,-2.9617,1.000000,0.9799
2008-03-13,4309.6480,4266.2730,4296.3640,4121.2750,4198.9600,3445130700.0000,65769466347.0000,-110.6880,-2.5684,1.000000,1.2425
2008-03-14,4198.9600,4179.4380,4212.4080,4092.7910,4157.8710,2342788500.0000,45564248765.0000,-41.0890,-0.9786,1.000000,0.8444
2008-03-17,4157.8710,4138.8770,4138.8770,3958.2920,3965.2790,2818096100.0000,52376089129.0000,-192.5920,-4.6320,1.000000,1.0150
2008-03-18,3965.2790,3924.8700,3996.9590,3700.3500,3763.9480,3452375100.0000,58459478155.0000,-201.3310,-5.0773,1.000000,1.2322
2008-03-19,3763.9480,3837.6030,3954.4660,3776.3010,3888.8610,3789847700.0000,68823708412.0000,124.9130,3.3187,1.000000,1.3526
2008-03-20,3888.8610,3833.2050,4044.6920,3658.0400,4001.8320,4621294400.0000,82432595360.0000,112.9710,2.9050,1.000000,1.6493
2008-03-21,4001.8320,3998.1970,4083.1630,3958.9670,4037.8300,4261516300.0000,74985408749.0000,35.9980,0.8995,1.000000,1.5209
2008-03-24,4037.8300,4086.0700,4103.5740,3857.0910,3857.0910,3584243800.0000,63943570220.0000,-180.7390,-4.4761,1.000000,1.2792
2008-03-25,3857.0910,3780.4590,3937.6710,3747.0190,3905.7740,3224586300.0000,58292419115.0000,48.6830,1.2622,1.000000,1.1509
2008-03-26,3905.7740,3926.8640,4001.5520,3888.0180,3914.3700,2803676300.0000,52026059303.0000,8.5960,0.2201,1.000000,1.0006
2008-03-27,3914.3700,3847.4390,3873.6110,3745.8790,3748.9200,3200066800.0000,55151411007.0000,-165.4500,-4.2267,1.000000,1.1421
2008-03-28,3748.9200,3712.9800,3925.8560,3661.3810,3918.1560,4209677700.0000,72726088760.0000,169.2360,4.5143,1.000000,1.5024
2008-03-31,3918.1560,3802.2060,3891.6600,3780.1220,3790.5300,2944084100.0000,51166599954.0000,-127.6260,-3.2573,1.000000,1.0498
2008-04-01,3790.5300,3776.2680,3815.1570,3566.2090,3582.8550,3530346200.0000,58962080537.0000,-207.6750,-5.4788,1.000000,1.2587
2008-04-02,3582.8550,3621.3880,3698.5260,3493.1840,3547.9770,4276588400.0000,70102758265.0000,-34.8780,-0.9735,1.000000,1.5235
2008-04-03,3547.9770,3518.2230,3665.6510,3457.6170,3650.6980,3298949300.0000,54233901216.0000,102.7210,2.8952,1.000000,1.1718
2008-04-07,3650.6980,3611.9580,3854.0680,3578.3770,3845.8220,4048498200.0000,70525926871.0000,195.1240,5.3448,1.000000,1.4369
2008-04-08,3845.8220,3852.0110,3935.3330,3820.1000,3891.0590,4406792200.0000,76485916343.0000,45.2370,1.1763,1.000000,1.5428
2008-04-09,3891.0590,3857.2750,3911.6970,3687.5970,3688.1250,3899716800.0000,64555767429.0000,-202.9340,-5.2154,1.000000,1.3653
2008-04-10,3688.1250,3641.6600,3754.7150,3608.3160,3754.7150,2880439600.0000,47152258251.0000,66.5900,1.8055,1.000000,1.0057
2008-04-11,3754.7150,3794.2970,3825.2950,3755.0150,3783.7280,2632859000.0000,44418993019.0000,29.0130,0.7727,1.000000,0.9173
2008-04-14,3783.7280,3699.1420,3710.7860,3525.1850,3536.3270,3342704600.0000,54637417005.0000,-247.4010,-6.5386,1.000000,1.1629
2008-04-15,3536.3270,3513.0680,3583.8610,3417.2490,3583.2990,3065688600.0000,48997126630.0000,46.9720,1.3283,1.000000,1.0644
2008-04-16,3583.2990,3573.6640,3583.8080,3483.1850,3494.0160,2652812000.0000,42087715038.0000,-89.2830,-2.4916,1.000000,0.9211
2008-04-17,3494.0160,3493.2380,3559.1000,3340.8750,3386.6300,2953061800.0000,46829953187.0000,-107.3860,-3.0734,1.000000,1.0251
2008-04-18,3386.6300,3356.5620,3390.5510,3248.5280,3272.4990,2788816200.0000,42184118932.0000,-114.1310,-3.3700,1.000000,0.9679
2008-04-21,3272.4990,3516.4250,3516.4250,3223.8860,3267.5540,4136230700.0000,64657686523.0000,-4.9450,-0.1511,1.000000,1.4326
2008-04-22,3267.5540,3207.8810,3301.5480,3122.3900,3296.2770,3253796900.0000,47706441787.0000,28.7230,0.8790,1.000000,1.1262
