,上证综指
,000001.SH
日期,收盘价
Date,close
2007-10-19,5818.0470
2007-10-22,5667.3320
2007-10-23,5773.3870
2007-10-24,5843.1090
2007-10-25,5562.3940
2007-10-26,5589.6310
2007-10-29,5747.9970
2007-10-30,5897.1930
2007-10-31,5954.7650
2007-11-01,5914.2850
2007-11-02,5777.8090
2007-11-05,5634.4520
2007-11-06,5536.5690
2007-11-07,5601.7830
2007-11-08,5330.0230
2007-11-09,5315.5400
2007-11-12,5187.7350
2007-11-13,5158.1180
2007-11-14,5412.6940
2007-11-15,5365.2670
2007-11-16,5316.2740
2007-11-19,5269.8170
2007-11-20,5293.7030
2007-11-21,5214.2250
2007-11-22,4984.1610
2007-11-23,5032.1300
2007-11-26,4958.8490
2007-11-27,4861.1110
2007-11-28,4803.3940
2007-11-29,5003.3330
2007-11-30,4871.7780
2007-12-03,4868.6110
2007-12-04,4915.8890
2007-12-05,5042.6540
2007-12-06,5035.0730
2007-12-07,5091.7560
2007-12-10,5161.9190
2007-12-11,5175.0760
2007-12-12,5095.5430
2007-12-13,4958.0430
2007-12-14,5007.9110
2007-12-17,4876.7610
2007-12-18,4836.1740
2007-12-19,4941.7840
2007-12-20,5043.5350
2007-12-21,5101.7790
2007-12-24,5234.2620
2007-12-25,5201.1810
2007-12-26,5233.3510
2007-12-27,5308.8890
2007-12-28,5261.5630
2008-01-02,5272.8140
2008-01-03,5319.8610
2008-01-04,5361.5740
2008-01-07,5393.3430
2008-01-08,5386.5310
2008-01-09,5435.8070
2008-01-10,5456.5410
2008-01-11,5484.6770
2008-01-14,5497.9010
2008-01-15,5443.7910
2008-01-16,5290.6060
2008-01-17,5151.6260
2008-01-18,5180.5140
2008-01-21,4914.4350
2008-01-22,4559.7510
2008-01-23,4703.0470
2008-01-24,4717.7340
2008-01-25,4761.6880
2008-01-28,4419.2940
2008-01-29,4457.9440
2008-01-30,4417.8490
2008-01-31,4383.3930
2008-02-01,4320.7670
2008-02-04,4672.1700
2008-02-05,4599.6960
2008-02-13,4490.7210
2008-02-14,4552.3160
2008-02-15,4497.1270
2008-02-18,4568.1510
2008-02-19,4664.2950
2008-02-20,4567.0260
2008-02-21,4527.1770
2008-02-22,4370.2850
2008-02-25,4192.5330
2008-02-26,4238.1790
2008-02-27,4334.0470
2008-02-28,4299.5130
2008-02-29,4348.5430
2008-03-03,4438.2650
2008-03-04,4335.4460
2008-03-05,4292.6540
2008-03-06,4360.9860
2008-03-07,4300.5150
2008-03-10,4146.2990
2008-03-11,4165.8780
2008-03-12,4070.1160
2008-03-13,3971.2570
2008-03-14,3962.6730
2008-03-17,3820.0480
2008-03-18,3668.8970
2008-03-19,3761.6050
2008-03-20,3804.0540
2008-03-21,3796.5760
2008-03-24,3626.1880
2008-03-25,3629.6190
2008-03-26,3606.8570
2008-03-27,3411.4930
2008-03-28,3580.1460
2008-03-31,3472.7130
2008-04-01,3329.1620
2008-04-02,3347.8820
2008-04-03,3446.2440
2008-04-07,3599.6180
2008-04-08,3612.5390
2008-04-09,3413.9070
2008-04-10,3471.7430
2008-04-11,3492.8930
2008-04-14,3296.6720
2008-04-15,3348.3530
2008-04-16,3291.5990
2008-04-17,3222.7410
2008-04-18,3094.6680
2008-04-21,3116.9770
2008-04-22,3147.7930
2008-04-23,3278.3300
2008-04-24,3583.0280
2008-04-25,3557.7490
2008-04-28,3474.7220
2008-04-29,3523.4050
2008-04-30,3693.1060
2008-05-05,3761.0090
2008-05-06,3733.5030
2008-05-07,3579.1470
2008-05-08,3656.8390
2008-05-09,3613.4940
2008-05-12,3626.9820
2008-05-13,3560.2430
2008-05-14,3657.4320
2008-05-15,3637.3240
2008-05-16,3624.2330
2008-05-19,3604.7610
2008-05-20,3443.1620
2008-05-21,3544.1860
2008-05-22,3485.6300
2008-05-23,3473.0910
2008-05-26,3364.5440
2008-05-27,3375.4070
2008-05-28,3459.0260
2008-05-29,3401.4370
2008-05-30,3433.3540
2008-06-02,3459.0440
2008-06-03,3436.3980
2008-06-04,3369.9130
2008-06-05,3351.6450
2008-06-06,3329.6700
2008-06-10,3072.3330
2008-06-11,3024.2400
2008-06-12,2957.5320
2008-06-13,2868.8000
2008-06-16,2874.1030
2008-06-17,2794.7510
2008-06-18,2941.1150
2008-06-19,2748.8740
2008-06-20,2831.7360
2008-06-23,2760.4170
2008-06-24,2803.0190
2008-06-25,2905.0140
2008-06-26,2901.8500
2008-06-27,2748.4320
2008-06-30,2736.1030
2008-07-01,2651.6050
2008-07-02,2651.7250
2008-07-03,2703.5290
2008-07-04,2669.8920
2008-07-07,2792.3970
2008-07-08,2814.9470
2008-07-09,2920.5460
2008-07-10,2875.4500
2008-07-11,2856.6340
2008-07-14,2878.2560
2008-07-15,2779.4480
2008-07-16,2705.8670
2008-07-17,2684.7780
2008-07-18,2778.3670
2008-07-21,2861.4180
2008-07-22,2846.1170
2008-07-23,2837.8490
2008-07-24,2910.2920
2008-07-25,2865.1010
2008-07-28,2903.0120
2008-07-29,2850.3110
2008-07-30,2836.6680
2008-07-31,2775.7170
2008-08-01,2801.8170
2008-08-04,2741.7400
2008-08-05,2690.7460
2008-08-06,2719.3680
2008-08-07,2727.5770
2008-08-08,2605.7190
2008-08-11,2470.0740
2008-08-12,2457.1980
2008-08-13,2446.2970
2008-08-14,2437.0820
2008-08-15,2450.6100
2008-08-18,2319.8680
2008-08-19,2344.4690
2008-08-20,2523.2820
2008-08-21,2431.7160
2008-08-22,2405.2260
2008-08-25,2413.3740
2008-08-26,2350.0840
2008-08-27,2342.1470
2008-08-28,2350.1430
2008-08-29,2397.3690
2008-09-01,2325.1350
2008-09-02,2304.8910
2008-09-03,2276.6720
2008-09-04,2277.4110
2008-09-05,2202.4460
2008-09-08,2143.4210
2008-09-09,2145.7790
2008-09-10,2150.7590
2008-09-11,2078.9810
2008-09-12,2079.6730
2008-09-16,1986.6360
2008-09-17,1929.0470
2008-09-18,1895.8370
2008-09-19,2075.0910
2008-09-22,2236.4100
2008-09-23,2201.5100
2008-09-24,2216.8110
2008-09-25,2297.5010
2008-09-26,2293.7840
2008-10-06,2173.7380
2008-10-07,2157.8390
2008-10-08,2092.2240
2008-10-09,2074.5830
2008-10-10,2000.5720
2008-10-13,2073.5680
2008-10-14,2017.3210
2008-10-15,1994.6670
2008-10-16,1909.9410
2008-10-17,1930.6510
2008-10-20,1974.0060
2008-10-21,1958.5290
2008-10-22,1895.8220
2008-10-23,1875.5610
2008-10-24,1839.6210
2008-10-27,1723.3510
2008-10-28,1771.8210
2008-10-29,1719.8120
2008-10-30,1763.6070
2008-10-31,1728.7860
2008-11-03,1719.7740
2008-11-04,1706.7030
2008-11-05,1760.6090
2008-11-06,1717.7220
2008-11-07,1747.7130
2008-11-10,1874.8010
2008-11-11,1843.6070
2008-11-12,1859.1100
2008-11-13,1927.6130
2008-11-14,1986.4380
2008-11-17,2030.4850
2008-11-18,1902.4300
2008-11-19,2017.4740
2008-11-20,1983.7600
2008-11-21,1969.3890
2008-11-24,1897.0600
2008-11-25,1888.7150
2008-11-26,1897.8840
2008-11-27,1917.8610
2008-11-28,1871.1560
2008-12-01,1894.6150
2008-12-02,1889.6380
2008-12-03,1965.4140
2008-12-04,2001.5040
2008-12-05,2018.6560
2008-12-08,2090.7730
2008-12-09,2037.7400
2008-12-10,2079.1170
2008-12-11,2031.6810
2008-12-12,1954.2150
2008-12-15,1964.3740
2008-12-16,1975.0060
2008-12-17,1976.8190
2008-12-18,2015.6940
2008-12-19,2018.4630
2008-12-22,1987.7550
2008-12-23,1897.2250
2008-12-24,1863.8000
2008-12-25,1852.4190
2008-12-26,1851.5180
2008-12-29,1850.4800
2008-12-30,1832.9100
2008-12-31,1820.8050
2009-01-05,1880.7160
2009-01-06,1937.1450
2009-01-07,1924.0120
2009-01-08,1878.1810
2009-01-09,1904.8610
2009-01-12,1900.3470
2009-01-13,1863.3670
2009-01-14,1928.8690
2009-01-15,1920.2060
2009-01-16,1954.4380
2009-01-19,1986.6720
2009-01-20,1994.1070
2009-01-21,1985.0160
2009-01-22,2004.9510
2009-01-23,1990.6570
2009-02-02,2011.6830
2009-02-03,2060.8080
2009-02-04,2107.7490
2009-02-05,2098.0180
2009-02-06,2181.2390
2009-02-09,2224.7140
2009-02-10,2265.1610
2009-02-11,2260.8200
2009-02-12,2248.0910
2009-02-13,2320.7920
2009-02-16,2389.3870
2009-02-17,2319.4410
2009-02-18,2209.8620
2009-02-19,2227.1250
2009-02-20,2261.4780
2009-02-23,2305.7770
2009-02-24,2200.6540
2009-02-25,2206.5740
2009-02-26,2121.2510
2009-02-27,2082.8520
2009-03-02,2093.4470
2009-03-03,2071.4310
2009-03-04,2198.1070
2009-03-05,2221.0760
2009-03-06,2193.0070
2009-03-09,2118.7480
2009-03-10,2158.5680
2009-03-11,2139.0250
2009-03-12,2133.8810
2009-03-13,2128.8480
2009-03-16,2153.2910
2009-03-17,2218.3260
2009-03-18,2223.7250
2009-03-19,2265.7590
2009-03-20,2281.0870
2009-03-23,2325.4800
2009-03-24,2338.4200
